model_name	token_idx	token	token_category
allenai/OLMo-7B	12762	▁xe	LATIN
allenai/OLMo-7B	12763	odynam	LATIN
allenai/OLMo-7B	12764	Hi	LATIN
allenai/OLMo-7B	12765	+^	S
allenai/OLMo-7B	12766	▁Polit	LATIN
allenai/OLMo-7B	12767	▁treating	LATIN
allenai/OLMo-7B	12768	▁doses	LATIN
allenai/OLMo-7B	12769	irth	LATIN
allenai/OLMo-7B	12770	NG	LATIN
allenai/OLMo-7B	12771	SIZE	LATIN
allenai/OLMo-7B	12772	▁Fair	LATIN
allenai/OLMo-7B	12773	▁liberal	LATIN
allenai/OLMo-7B	12774	▁sque	LATIN
allenai/OLMo-7B	12775	ETH	LATIN
allenai/OLMo-7B	12776	▁Cond	LATIN
allenai/OLMo-7B	12777	oning	LATIN
allenai/OLMo-7B	12778	▁Round	LATIN
allenai/OLMo-7B	12779	semble	LATIN
allenai/OLMo-7B	12780	tmp	LATIN
allenai/OLMo-7B	12781	bec	LATIN
allenai/OLMo-7B	12782	Inte	LATIN
allenai/OLMo-7B	12783	▁boxes	LATIN
allenai/OLMo-7B	12784	imm	LATIN
allenai/OLMo-7B	12785	▁territory	LATIN
allenai/OLMo-7B	12786	▁collective	LATIN
allenai/OLMo-7B	12787	pred	LATIN
allenai/OLMo-7B	12788	agent	LATIN
allenai/OLMo-7B	12789	obic	LATIN
allenai/OLMo-7B	12790	flags	LATIN
allenai/OLMo-7B	12791	▁doctrine	LATIN
allenai/OLMo-7B	12792	analysis	LATIN
allenai/OLMo-7B	12793	▁Dat	LATIN
allenai/OLMo-7B	12794	▁inherent	LATIN
allenai/OLMo-7B	12795	agic	LATIN
allenai/OLMo-7B	12796	were	LATIN
allenai/OLMo-7B	12797	▁switching	LATIN
allenai/OLMo-7B	12798	▁knife	LATIN
allenai/OLMo-7B	12799	▁Mit	LATIN
allenai/OLMo-7B	12800	▁illustrated	LATIN
allenai/OLMo-7B	12801	▁orbit	LATIN
allenai/OLMo-7B	12802	▁retriev	LATIN
allenai/OLMo-7B	12803	▁duties	LATIN
allenai/OLMo-7B	12804	Util	LATIN
allenai/OLMo-7B	12805	▁Cost	LATIN
allenai/OLMo-7B	12806	▁layout	LATIN
allenai/OLMo-7B	12807	▁enzymes	LATIN
allenai/OLMo-7B	12808	▁Kent	LATIN
allenai/OLMo-7B	12809	overty	LATIN
allenai/OLMo-7B	12810	▁Bru	LATIN
allenai/OLMo-7B	12811	�	S
allenai/OLMo-7B	12812	email	LATIN
allenai/OLMo-7B	12813	plex	LATIN
allenai/OLMo-7B	12814	▁interpreted	LATIN
allenai/OLMo-7B	12815	abbit	LATIN
allenai/OLMo-7B	12816	▁talent	LATIN
allenai/OLMo-7B	12817	clusively	LATIN
allenai/OLMo-7B	12818	▁Hug	LATIN
allenai/OLMo-7B	12819	▁featured	LATIN
allenai/OLMo-7B	12820	▁validation	LATIN
allenai/OLMo-7B	12821	▁pregnant	LATIN
allenai/OLMo-7B	12822	Ms	LATIN
allenai/OLMo-7B	12823	▁computers	LATIN
allenai/OLMo-7B	12824	▁Edward	LATIN
allenai/OLMo-7B	12825	▁toxic	LATIN
allenai/OLMo-7B	12826	\n▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	12827	Equal	LATIN
allenai/OLMo-7B	12828	▁Mah	LATIN
allenai/OLMo-7B	12829	▁Ly	LATIN
allenai/OLMo-7B	12830	▁hits	LATIN
allenai/OLMo-7B	12831	▁shield	LATIN
allenai/OLMo-7B	12832	▁literally	LATIN
allenai/OLMo-7B	12833	▁enthusi	LATIN
allenai/OLMo-7B	12834	▁defects	LATIN
allenai/OLMo-7B	12835	▁fucking	LATIN
allenai/OLMo-7B	12836	 	Z
allenai/OLMo-7B	12837	empl	LATIN
allenai/OLMo-7B	12838	▁LE	LATIN
allenai/OLMo-7B	12839	▁caps	LATIN
allenai/OLMo-7B	12840	berry	LATIN
allenai/OLMo-7B	12841	▁ignored	LATIN
allenai/OLMo-7B	12842	▁128	N
allenai/OLMo-7B	12843	▁Prince	LATIN
allenai/OLMo-7B	12844	acher	LATIN
allenai/OLMo-7B	12845	▁utilized	LATIN
allenai/OLMo-7B	12846	regular	LATIN
allenai/OLMo-7B	12847	bc	LATIN
allenai/OLMo-7B	12848	▁varied	LATIN
allenai/OLMo-7B	12849	▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	12850	norm	LATIN
allenai/OLMo-7B	12851	▁ownership	LATIN
allenai/OLMo-7B	12852	109	N
allenai/OLMo-7B	12853	▁denotes	LATIN
allenai/OLMo-7B	12854	acco	LATIN
allenai/OLMo-7B	12855	vir	LATIN
allenai/OLMo-7B	12856	hom	LATIN
allenai/OLMo-7B	12857	Sche	LATIN
allenai/OLMo-7B	12858	▁champ	LATIN
allenai/OLMo-7B	12859	ו�	HEBREW
allenai/OLMo-7B	12860	▁headed	LATIN
allenai/OLMo-7B	12861	▁deeper	LATIN
allenai/OLMo-7B	12862	ocols	LATIN
allenai/OLMo-7B	12863	arts	LATIN
allenai/OLMo-7B	12864	Take	LATIN
allenai/OLMo-7B	12865	▁ly	LATIN
allenai/OLMo-7B	12866	cases	LATIN
allenai/OLMo-7B	12867	▁Foot	LATIN
allenai/OLMo-7B	12868	▁filling	LATIN
allenai/OLMo-7B	12869	▁roy	LATIN
allenai/OLMo-7B	12870	▁escap	LATIN
allenai/OLMo-7B	12871	Bit	LATIN
allenai/OLMo-7B	12872	▁complexes	LATIN
allenai/OLMo-7B	12873	▁connecting	LATIN
allenai/OLMo-7B	12874	▁CPU	LATIN
allenai/OLMo-7B	12875	▁RA	LATIN
allenai/OLMo-7B	12876	ieve	LATIN
allenai/OLMo-7B	12877	▁attributed	LATIN
allenai/OLMo-7B	12878	▁physician	LATIN
allenai/OLMo-7B	12879	area	LATIN
allenai/OLMo-7B	12880	▁не	CYRILLIC
allenai/OLMo-7B	12881	▁pipe	LATIN
allenai/OLMo-7B	12882	​	C
allenai/OLMo-7B	12883	▁muse	LATIN
allenai/OLMo-7B	12884	ESM	LATIN
allenai/OLMo-7B	12885	▁Holly	LATIN
allenai/OLMo-7B	12886	^{-\	P
allenai/OLMo-7B	12887	hspace	LATIN
allenai/OLMo-7B	12888	▁interviews	LATIN
allenai/OLMo-7B	12889	▁repeatedly	LATIN
allenai/OLMo-7B	12890	~*	S
allenai/OLMo-7B	12891	▁600	N
allenai/OLMo-7B	12892	oro	LATIN
allenai/OLMo-7B	12893	▁arise	LATIN
allenai/OLMo-7B	12894	igate	LATIN
allenai/OLMo-7B	12895	▁BC	LATIN
allenai/OLMo-7B	12896	groups	LATIN
allenai/OLMo-7B	12897	Expand	LATIN
allenai/OLMo-7B	12898	desc	LATIN
allenai/OLMo-7B	12899	▁Path	LATIN
allenai/OLMo-7B	12900	FLAG	LATIN
allenai/OLMo-7B	12901	olen	LATIN
allenai/OLMo-7B	12902	▁equilibrium	LATIN
allenai/OLMo-7B	12903	achus	LATIN
allenai/OLMo-7B	12904	▁emotion	LATIN
allenai/OLMo-7B	12905	Reference	LATIN
allenai/OLMo-7B	12906	▁reflection	LATIN
allenai/OLMo-7B	12907	▁jail	LATIN
allenai/OLMo-7B	12908	alities	LATIN
allenai/OLMo-7B	12909	▁dysfunction	LATIN
allenai/OLMo-7B	12910	▁mu	LATIN
allenai/OLMo-7B	12911	▁Berlin	LATIN
allenai/OLMo-7B	12912	▁beneficial	LATIN
allenai/OLMo-7B	12913	▁residence	LATIN
allenai/OLMo-7B	12914	cht	LATIN
allenai/OLMo-7B	12915	inator	LATIN
allenai/OLMo-7B	12916	▁wing	LATIN
allenai/OLMo-7B	12917	▁Function	LATIN
allenai/OLMo-7B	12918	▁laughed	LATIN
allenai/OLMo-7B	12919	Process	LATIN
allenai/OLMo-7B	12920	▁pm	LATIN
allenai/OLMo-7B	12921	▁edit	LATIN
allenai/OLMo-7B	12922	▁seeds	LATIN
allenai/OLMo-7B	12923	Spe	LATIN
allenai/OLMo-7B	12924	▁neighb	LATIN
allenai/OLMo-7B	12925	▁guidance	LATIN
allenai/OLMo-7B	12926	▁gravity	LATIN
allenai/OLMo-7B	12927	▁ocean	LATIN
allenai/OLMo-7B	12928	params	LATIN
allenai/OLMo-7B	12929	nex	LATIN
allenai/OLMo-7B	12930	▁describing	LATIN
allenai/OLMo-7B	12931	ì	LATIN
allenai/OLMo-7B	12932	▁Win	LATIN
allenai/OLMo-7B	12933	▁Sav	LATIN
allenai/OLMo-7B	12934	▁intens	LATIN
allenai/OLMo-7B	12935	ogram	LATIN
allenai/OLMo-7B	12936	▁alongside	LATIN
allenai/OLMo-7B	12937	isl	LATIN
allenai/OLMo-7B	12938	▁SR	LATIN
allenai/OLMo-7B	12939	▁chat	LATIN
allenai/OLMo-7B	12940	▁isolation	LATIN
allenai/OLMo-7B	12941	▁visits	LATIN
allenai/OLMo-7B	12942	▁visitors	LATIN
allenai/OLMo-7B	12943	ounce	LATIN
allenai/OLMo-7B	12944	SV	LATIN
allenai/OLMo-7B	12945	}$$\	P
allenai/OLMo-7B	12946	▁investors	LATIN
allenai/OLMo-7B	12947	inners	LATIN
allenai/OLMo-7B	12948	▁burst	LATIN
allenai/OLMo-7B	12949	▁mini	LATIN
allenai/OLMo-7B	12950	ettings	LATIN
allenai/OLMo-7B	12951	▁Nic	LATIN
allenai/OLMo-7B	12952	▁occurring	LATIN
allenai/OLMo-7B	12953	▁namespace	LATIN
allenai/OLMo-7B	12954	▁worker	LATIN
allenai/OLMo-7B	12955	▁variant	LATIN
allenai/OLMo-7B	12956	▁adapted	LATIN
allenai/OLMo-7B	12957	▁reveals	LATIN
allenai/OLMo-7B	12958	▁guests	LATIN
allenai/OLMo-7B	12959	▁memories	LATIN
allenai/OLMo-7B	12960	▁registration	LATIN
allenai/OLMo-7B	12961	▁Budd	LATIN
allenai/OLMo-7B	12962	▁Mas	LATIN
allenai/OLMo-7B	12963	▁Bra	LATIN
allenai/OLMo-7B	12964	fc	LATIN
allenai/OLMo-7B	12965	Run	LATIN
allenai/OLMo-7B	12966	▁cub	LATIN
allenai/OLMo-7B	12967	▁Word	LATIN
allenai/OLMo-7B	12968	▁Map	LATIN
allenai/OLMo-7B	12969	▁ruled	LATIN
allenai/OLMo-7B	12970	▁override	LATIN
allenai/OLMo-7B	12971	106	N
allenai/OLMo-7B	12972	▁Night	LATIN
allenai/OLMo-7B	12973	lower	LATIN
allenai/OLMo-7B	12974	▁integrity	LATIN
allenai/OLMo-7B	12975	holders	LATIN
allenai/OLMo-7B	12976	▁raising	LATIN
allenai/OLMo-7B	12977	]-	P
allenai/OLMo-7B	12978	Will	LATIN
allenai/OLMo-7B	12979	▁Fif	LATIN
allenai/OLMo-7B	12980	▁ub	LATIN
allenai/OLMo-7B	12981	▁scholars	LATIN
allenai/OLMo-7B	12982	language	LATIN
allenai/OLMo-7B	12983	▁fert	LATIN
allenai/OLMo-7B	12984	�	S
allenai/OLMo-7B	12985	cache	LATIN
allenai/OLMo-7B	12986	plicity	LATIN
allenai/OLMo-7B	12987	jar	LATIN
allenai/OLMo-7B	12988	ISA	LATIN
allenai/OLMo-7B	12989	▁topics	LATIN
allenai/OLMo-7B	12990	▁pneum	LATIN
allenai/OLMo-7B	12991	rogen	LATIN
allenai/OLMo-7B	12992	▁CC	LATIN
allenai/OLMo-7B	12993	▁conjug	LATIN
allenai/OLMo-7B	12994	▁attractive	LATIN
allenai/OLMo-7B	12995	SELECT	LATIN
allenai/OLMo-7B	12996	▁++	S
allenai/OLMo-7B	12997	owed	LATIN
allenai/OLMo-7B	12998	▁branches	LATIN
allenai/OLMo-7B	12999	▁cerem	LATIN
allenai/OLMo-7B	13000	olis	LATIN
allenai/OLMo-7B	13001	▁governments	LATIN
allenai/OLMo-7B	13002	▁expressing	LATIN
allenai/OLMo-7B	13003	IGN	LATIN
allenai/OLMo-7B	13004	erred	LATIN
allenai/OLMo-7B	13005	▁specificity	LATIN
allenai/OLMo-7B	13006	methyl	LATIN
allenai/OLMo-7B	13007	▁correlations	LATIN
allenai/OLMo-7B	13008	▁votes	LATIN
allenai/OLMo-7B	13009	▁frames	LATIN
allenai/OLMo-7B	13010	LP	LATIN
allenai/OLMo-7B	13011	";"">"	P
allenai/OLMo-7B	13012	mentioned	LATIN
allenai/OLMo-7B	13013	olo	LATIN
allenai/OLMo-7B	13014	▁nicht	LATIN
allenai/OLMo-7B	13015	forms	LATIN
allenai/OLMo-7B	13016	▁landscape	LATIN
allenai/OLMo-7B	13017	final	LATIN
allenai/OLMo-7B	13018	binding	LATIN
allenai/OLMo-7B	13019	Level	LATIN
allenai/OLMo-7B	13020	scribe	LATIN
allenai/OLMo-7B	13021	Rad	LATIN
allenai/OLMo-7B	13022	▁más	LATIN
allenai/OLMo-7B	13023	-*	P
allenai/OLMo-7B	13024	▁arrival	LATIN
allenai/OLMo-7B	13025	▁Naz	LATIN
allenai/OLMo-7B	13026	Î	LATIN
allenai/OLMo-7B	13027	▁preferably	LATIN
allenai/OLMo-7B	13028	held	LATIN
allenai/OLMo-7B	13029	pow	LATIN
allenai/OLMo-7B	13030	Main	LATIN
allenai/OLMo-7B	13031	▁mock	LATIN
allenai/OLMo-7B	13032	▁entrance	LATIN
allenai/OLMo-7B	13033	▁Ð	Z
allenai/OLMo-7B	13034	1994	N
allenai/OLMo-7B	13035	▁crash	LATIN
allenai/OLMo-7B	13036	▁Prior	LATIN
allenai/OLMo-7B	13037	▁gathered	LATIN
allenai/OLMo-7B	13038	missible	LATIN
allenai/OLMo-7B	13039	▁Lear	LATIN
allenai/OLMo-7B	13040	▁Thom	LATIN
allenai/OLMo-7B	13041	rb	LATIN
allenai/OLMo-7B	13042	▁lys	LATIN
allenai/OLMo-7B	13043	ос	CYRILLIC
allenai/OLMo-7B	13044	▁thrown	LATIN
allenai/OLMo-7B	13045	RES	LATIN
allenai/OLMo-7B	13046	agg	LATIN
allenai/OLMo-7B	13047	endor	LATIN
allenai/OLMo-7B	13048	▁inches	LATIN
allenai/OLMo-7B	13049	thur	LATIN
allenai/OLMo-7B	13050	▁feas	LATIN
allenai/OLMo-7B	13051	▁Anderson	LATIN
allenai/OLMo-7B	13052	▁likes	LATIN
allenai/OLMo-7B	13053	▁lum	LATIN
allenai/OLMo-7B	13054	▁Lewis	LATIN
allenai/OLMo-7B	13055	burgh	LATIN
allenai/OLMo-7B	13056	▁monthly	LATIN
allenai/OLMo-7B	13057	edge	LATIN
allenai/OLMo-7B	13058	====================	S
allenai/OLMo-7B	13059	▁args	LATIN
allenai/OLMo-7B	13060	watch	LATIN
allenai/OLMo-7B	13061	_{(	P
allenai/OLMo-7B	13062	▁103	N
allenai/OLMo-7B	13063	▁Az	LATIN
allenai/OLMo-7B	13064	▁dimin	LATIN
allenai/OLMo-7B	13065	▁ni	LATIN
allenai/OLMo-7B	13066	▁cann	LATIN
allenai/OLMo-7B	13067	▁defines	LATIN
allenai/OLMo-7B	13068	lab	LATIN
allenai/OLMo-7B	13069	ţ	LATIN
allenai/OLMo-7B	13070	help	LATIN
allenai/OLMo-7B	13071	▁perception	LATIN
allenai/OLMo-7B	13072	▁declined	LATIN
allenai/OLMo-7B	13073	arded	LATIN
allenai/OLMo-7B	13074	total	LATIN
allenai/OLMo-7B	13075	▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	13076	��	S
allenai/OLMo-7B	13077	utt	LATIN
allenai/OLMo-7B	13078	aton	LATIN
allenai/OLMo-7B	13079	▁hopes	LATIN
allenai/OLMo-7B	13080	ие	CYRILLIC
allenai/OLMo-7B	13081	▁olig	LATIN
allenai/OLMo-7B	13082	▁emerged	LATIN
allenai/OLMo-7B	13083	verted	LATIN
allenai/OLMo-7B	13084	▁convicted	LATIN
allenai/OLMo-7B	13085	▁constitu	LATIN
allenai/OLMo-7B	13086	Change	LATIN
allenai/OLMo-7B	13087	urations	LATIN
allenai/OLMo-7B	13088	echo	LATIN
allenai/OLMo-7B	13089	▁Jean	LATIN
allenai/OLMo-7B	13090	▁în	LATIN
allenai/OLMo-7B	13091	▁validity	LATIN
allenai/OLMo-7B	13092	▁LI	LATIN
allenai/OLMo-7B	13093	\!\!	P
allenai/OLMo-7B	13094	prison	LATIN
allenai/OLMo-7B	13095	▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	13096	▁ett	LATIN
allenai/OLMo-7B	13097	bus	LATIN
allenai/OLMo-7B	13098	▁anybody	LATIN
allenai/OLMo-7B	13099	▁variability	LATIN
allenai/OLMo-7B	13100	▁mold	LATIN
allenai/OLMo-7B	13101	cells	LATIN
allenai/OLMo-7B	13102	lessly	LATIN
allenai/OLMo-7B	13103	▁awesome	LATIN
allenai/OLMo-7B	13104	▁Nick	LATIN
allenai/OLMo-7B	13105	▁Brad	LATIN
allenai/OLMo-7B	13106	▁Register	LATIN
allenai/OLMo-7B	13107	hn	LATIN
allenai/OLMo-7B	13108	printf	LATIN
allenai/OLMo-7B	13109	eterm	LATIN
allenai/OLMo-7B	13110	versely	LATIN
allenai/OLMo-7B	13111	immun	LATIN
allenai/OLMo-7B	13112	▁atom	LATIN
allenai/OLMo-7B	13113	▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	13114	▁Ryan	LATIN
allenai/OLMo-7B	13115	▁Pakistan	LATIN
allenai/OLMo-7B	13116	effective	LATIN
allenai/OLMo-7B	13117	Jo	LATIN
allenai/OLMo-7B	13118	conv	LATIN
allenai/OLMo-7B	13119	▁Create	LATIN
allenai/OLMo-7B	13120	▁transportation	LATIN
allenai/OLMo-7B	13121	stop	LATIN
allenai/OLMo-7B	13122	▁transactions	LATIN
allenai/OLMo-7B	13123	▁symmetric	LATIN
allenai/OLMo-7B	13124	▁Europ	LATIN
allenai/OLMo-7B	13125	debug	LATIN
allenai/OLMo-7B	13126	▁Product	LATIN
allenai/OLMo-7B	13127	�	S
allenai/OLMo-7B	13128	ões	LATIN
allenai/OLMo-7B	13129	さ	HIRAGANA
allenai/OLMo-7B	13130	▁labeled	LATIN
allenai/OLMo-7B	13131	▁infant	LATIN
allenai/OLMo-7B	13132	▁implant	LATIN
allenai/OLMo-7B	13133	▁restrictions	LATIN
allenai/OLMo-7B	13134	▁Mill	LATIN
allenai/OLMo-7B	13135	▁Access	LATIN
allenai/OLMo-7B	13136	▁convin	LATIN
allenai/OLMo-7B	13137	articles	LATIN
allenai/OLMo-7B	13138	▁packet	LATIN
allenai/OLMo-7B	13139	Fs	LATIN
allenai/OLMo-7B	13140	▁Beach	LATIN
allenai/OLMo-7B	13141	Null	LATIN
allenai/OLMo-7B	13142	necessary	LATIN
allenai/OLMo-7B	13143	;</	P
allenai/OLMo-7B	13144	013	N
allenai/OLMo-7B	13145	▁AG	LATIN
allenai/OLMo-7B	13146	^)	S
allenai/OLMo-7B	13147	cler	LATIN
allenai/OLMo-7B	13148	▁tensor	LATIN
allenai/OLMo-7B	13149	framework	LATIN
allenai/OLMo-7B	13150	phia	LATIN
allenai/OLMo-7B	13151	othelial	LATIN
allenai/OLMo-7B	13152	BV	LATIN
allenai/OLMo-7B	13153	▁Coast	LATIN
allenai/OLMo-7B	13154	▁fibers	LATIN
allenai/OLMo-7B	13155	▁loose	LATIN
allenai/OLMo-7B	13156	bur	LATIN
allenai/OLMo-7B	13157	▁modul	LATIN
allenai/OLMo-7B	13158	eed	LATIN
allenai/OLMo-7B	13159	Valid	LATIN
allenai/OLMo-7B	13160	▁Inf	LATIN
allenai/OLMo-7B	13161	send	LATIN
allenai/OLMo-7B	13162	▁Consequently	LATIN
allenai/OLMo-7B	13163	▁immigration	LATIN
allenai/OLMo-7B	13164	▁existed	LATIN
allenai/OLMo-7B	13165	▁bankruptcy	LATIN
allenai/OLMo-7B	13166	enza	LATIN
allenai/OLMo-7B	13167	amos	LATIN
allenai/OLMo-7B	13168	▁Sometimes	LATIN
allenai/OLMo-7B	13169	▁Arizona	LATIN
allenai/OLMo-7B	13170	▁NAS	LATIN
allenai/OLMo-7B	13171	▁Parliament	LATIN
allenai/OLMo-7B	13172	inned	LATIN
allenai/OLMo-7B	13173	▁Ele	LATIN
allenai/OLMo-7B	13174	people	LATIN
allenai/OLMo-7B	13175	▁functionality	LATIN
allenai/OLMo-7B	13176	▁spont	LATIN
allenai/OLMo-7B	13177	▁inev	LATIN
allenai/OLMo-7B	13178	▁chains	LATIN
allenai/OLMo-7B	13179	▁borrow	LATIN
allenai/OLMo-7B	13180	�	S
allenai/OLMo-7B	13181	▁\#	P
allenai/OLMo-7B	13182	pur	LATIN
allenai/OLMo-7B	13183	andy	LATIN
allenai/OLMo-7B	13184	▁suicide	LATIN
allenai/OLMo-7B	13185	▁transmit	LATIN
allenai/OLMo-7B	13186	Const	LATIN
allenai/OLMo-7B	13187	▁Adam	LATIN
allenai/OLMo-7B	13188	▁insect	LATIN
allenai/OLMo-7B	13189	▁brothers	LATIN
allenai/OLMo-7B	13190	ITION	LATIN
allenai/OLMo-7B	13191	▁supplies	LATIN
allenai/OLMo-7B	13192	▁г	Z
allenai/OLMo-7B	13193	▁Index	LATIN
allenai/OLMo-7B	13194	▁execute	LATIN
allenai/OLMo-7B	13195	▁burning	LATIN
allenai/OLMo-7B	13196	idine	LATIN
allenai/OLMo-7B	13197	game	LATIN
allenai/OLMo-7B	13198	▁Cro	LATIN
allenai/OLMo-7B	13199	▁specify	LATIN
allenai/OLMo-7B	13200	▁governing	LATIN
allenai/OLMo-7B	13201	▁disrupt	LATIN
allenai/OLMo-7B	13202	▁Lev	LATIN
allenai/OLMo-7B	13203	phal	LATIN
allenai/OLMo-7B	13204	▁bundle	LATIN
allenai/OLMo-7B	13205	▁designated	LATIN
allenai/OLMo-7B	13206	figure	LATIN
allenai/OLMo-7B	13207	▁begun	LATIN
allenai/OLMo-7B	13208	>.	S
allenai/OLMo-7B	13209	▁Bab	LATIN
allenai/OLMo-7B	13210	116	N
allenai/OLMo-7B	13211	ications	LATIN
allenai/OLMo-7B	13212	▁satisfaction	LATIN
allenai/OLMo-7B	13213	▁categor	LATIN
allenai/OLMo-7B	13214	▁impression	LATIN
allenai/OLMo-7B	13215	▁chemotherapy	LATIN
allenai/OLMo-7B	13216	▁personality	LATIN
allenai/OLMo-7B	13217	linux	LATIN
allenai/OLMo-7B	13218	arding	LATIN
allenai/OLMo-7B	13219	▁Psych	LATIN
allenai/OLMo-7B	13220	DO	LATIN
allenai/OLMo-7B	13221	oln	LATIN
allenai/OLMo-7B	13222	▁threw	LATIN
allenai/OLMo-7B	13223	▁din	LATIN
allenai/OLMo-7B	13224	▁confident	LATIN
allenai/OLMo-7B	13225	▁instruments	LATIN
allenai/OLMo-7B	13226	▁engagement	LATIN
allenai/OLMo-7B	13227	▁mitochondrial	LATIN
allenai/OLMo-7B	13228	uble	LATIN
allenai/OLMo-7B	13229	▁pad	LATIN
allenai/OLMo-7B	13230	▁blocked	LATIN
allenai/OLMo-7B	13231	▁lumin	LATIN
allenai/OLMo-7B	13232	▁sake	LATIN
allenai/OLMo-7B	13233	gly	LATIN
allenai/OLMo-7B	13234	▁surveillance	LATIN
allenai/OLMo-7B	13235	▁anterior	LATIN
allenai/OLMo-7B	13236	▁teasp	LATIN
allenai/OLMo-7B	13237	▁gradually	LATIN
allenai/OLMo-7B	13238	Christ	LATIN
allenai/OLMo-7B	13239	mates	LATIN
allenai/OLMo-7B	13240	▁hospitals	LATIN
allenai/OLMo-7B	13241	▁genuine	LATIN
allenai/OLMo-7B	13242	▁BL	LATIN
allenai/OLMo-7B	13243	him	LATIN
allenai/OLMo-7B	13244	▁fibr	LATIN
allenai/OLMo-7B	13245	bind	LATIN
allenai/OLMo-7B	13246	▁�	Z
allenai/OLMo-7B	13247	▁Korean	LATIN
allenai/OLMo-7B	13248	Var	LATIN
allenai/OLMo-7B	13249	▁coordinate	LATIN
allenai/OLMo-7B	13250	▁factory	LATIN
allenai/OLMo-7B	13251	▁ancest	LATIN
allenai/OLMo-7B	13252	ureau	LATIN
allenai/OLMo-7B	13253	▁tact	LATIN
allenai/OLMo-7B	13254	adelphia	LATIN
allenai/OLMo-7B	13255	▁healing	LATIN
allenai/OLMo-7B	13256	alg	LATIN
allenai/OLMo-7B	13257	TX	LATIN
allenai/OLMo-7B	13258	�	S
allenai/OLMo-7B	13259	application	LATIN
allenai/OLMo-7B	13260	▁assumptions	LATIN
allenai/OLMo-7B	13261	acht	LATIN
allenai/OLMo-7B	13262	�	S
allenai/OLMo-7B	13263	season	LATIN
allenai/OLMo-7B	13264	Task	LATIN
allenai/OLMo-7B	13265	▁twelve	LATIN
allenai/OLMo-7B	13266	DIR	LATIN
allenai/OLMo-7B	13267	ricular	LATIN
allenai/OLMo-7B	13268	▁Jordan	LATIN
allenai/OLMo-7B	13269	023	N
allenai/OLMo-7B	13270	MOESM	LATIN
allenai/OLMo-7B	13271	▁vig	LATIN
allenai/OLMo-7B	13272	"}"""	P
allenai/OLMo-7B	13273	clock	LATIN
allenai/OLMo-7B	13274	▁Whe	LATIN
allenai/OLMo-7B	13275	▁adoles	LATIN
allenai/OLMo-7B	13276	▁enables	LATIN
allenai/OLMo-7B	13277	▁Methods	LATIN
allenai/OLMo-7B	13278	▁108	N
allenai/OLMo-7B	13279	▁opens	LATIN
allenai/OLMo-7B	13280	▁retain	LATIN
allenai/OLMo-7B	13281	▁Islamic	LATIN
allenai/OLMo-7B	13282	▁suspected	LATIN
allenai/OLMo-7B	13283	▁hash	LATIN
allenai/OLMo-7B	13284	▁quadr	LATIN
allenai/OLMo-7B	13285	Tool	LATIN
allenai/OLMo-7B	13286	\r\n▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	13287	▁expon	LATIN
allenai/OLMo-7B	13288	▁segments	LATIN
allenai/OLMo-7B	13289	▁Bul	LATIN
allenai/OLMo-7B	13290	▁hip	LATIN
allenai/OLMo-7B	13291	▁ions	LATIN
allenai/OLMo-7B	13292	▁deny	LATIN
allenai/OLMo-7B	13293	ō	LATIN
allenai/OLMo-7B	13294	▁padding	LATIN
allenai/OLMo-7B	13295	▁Conserv	LATIN
allenai/OLMo-7B	13296	▁myth	LATIN
allenai/OLMo-7B	13297	sters	LATIN
allenai/OLMo-7B	13298	▁yours	LATIN
allenai/OLMo-7B	13299	container	LATIN
allenai/OLMo-7B	13300	▁\n▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	13301	▁labels	LATIN
allenai/OLMo-7B	13302	▁Term	LATIN
allenai/OLMo-7B	13303	▁Wild	LATIN
allenai/OLMo-7B	13304	osomal	LATIN
allenai/OLMo-7B	13305	▁episodes	LATIN
allenai/OLMo-7B	13306	iaz	LATIN
allenai/OLMo-7B	13307	nl	LATIN
allenai/OLMo-7B	13308	▁waited	LATIN
allenai/OLMo-7B	13309	;&	P
allenai/OLMo-7B	13310	▁traject	LATIN
allenai/OLMo-7B	13311	stage	LATIN
allenai/OLMo-7B	13312	ku	LATIN
allenai/OLMo-7B	13313	▁defeat	LATIN
allenai/OLMo-7B	13314	▁Histor	LATIN
allenai/OLMo-7B	13315	itudinal	LATIN
allenai/OLMo-7B	13316	Bas	LATIN
allenai/OLMo-7B	13317	Column	LATIN
allenai/OLMo-7B	13318	▁physically	LATIN
allenai/OLMo-7B	13319	▁holiday	LATIN
